Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C35,10u,C_0603_1608Metric,38.035,134.345,90.0,top
C36,10u,C_0603_1608Metric,39.49,134.345,90.0,top
C37,10u,C_0603_1608Metric,40.95,134.345,90.0,top
C38,15n,C_0805_2012Metric,45.46,139.84,180.0,top
C39,15n,C_0805_2012Metric,47.1,134.97,90.0,top
C41,1u,C_0603_1608Metric,-22.16,78.6,90.0,top
C42,1u,C_0603_1608Metric,-17.81,78.82,90.0,top
C51,1n,C_0603_1608Metric,-0.37016,135.875,0.0,top
C52,1n,C_0603_1608Metric,-0.37016,132.75,180.0,top
C61,100n,CAPC1005X04L,-27.316175,133.34976,0.0,top
C7101,100n,C_0402_1005Metric,13.771,66.943096,0.0,top
C7102,2.2u,C_0603_1608Metric,14.346,68.133096,0.0,top
C7103,100n,C_0402_1005Metric,13.2785,63.053096,0.0,top
C7104,2.2u,C_0603_1608Metric,13.2635,61.863096,0.0,top
C711,100n,C_0402_1005Metric,38.6675,123.18,180.0,top
C7111,100n,C_0402_1005Metric,-21.3575,63.22,180.0,top
C7112,2.2u,C_0603_1608Metric,-21.9325,62.03,180.0,top
C7113,100n,C_0402_1005Metric,-20.865,67.11,180.0,top
C7114,2.2u,C_0603_1608Metric,-20.85,68.3,180.0,top
C712,2.2u,C_0603_1608Metric,38.0925,121.99,180.0,top
C7121,100n,C_0402_1005Metric,-46.2225,66.94,0.0,top
C7122,2.2u,C_0603_1608Metric,-45.6475,68.13,0.0,top
C7123,100n,C_0402_1005Metric,-46.715,63.05,0.0,top
C7124,2.2u,C_0603_1608Metric,-46.73,61.86,0.0,top
C713,100n,C_0402_1005Metric,39.16,127.07,180.0,top
C7131,100n,C_0402_1005Metric,38.6525,33.25,180.0,top
C7132,2.2u,C_0603_1608Metric,38.0775,32.06,180.0,top
C7133,100n,C_0402_1005Metric,39.145,37.14,180.0,top
C7134,2.2u,C_0603_1608Metric,39.16,38.33,180.0,top
C714,2.2u,C_0603_1608Metric,39.175,128.26,180.0,top
C7141,100n,C_0402_1005Metric,13.7975,36.93,0.0,top
C7142,2.2u,C_0603_1608Metric,14.3725,38.12,0.0,top
C7143,100n,C_0402_1005Metric,13.305,33.04,0.0,top
C7144,2.2u,C_0603_1608Metric,13.29,31.85,0.0,top
C7151,100n,C_0402_1005Metric,-21.3375,33.27,180.0,top
C7152,2.2u,C_0603_1608Metric,-21.9125,32.08,180.0,top
C7153,100n,C_0402_1005Metric,-20.845,37.16,180.0,top
C7154,2.2u,C_0603_1608Metric,-20.83,38.35,180.0,top
C7161,100n,C_0402_1005Metric,-46.2325,36.95,0.0,top
C7162,2.2u,C_0603_1608Metric,-45.6575,38.14,0.0,top
C7163,100n,C_0402_1005Metric,-46.725,33.06,0.0,top
C7164,2.2u,C_0603_1608Metric,-46.74,31.87,0.0,top
C721,100n,C_0402_1005Metric,13.8125,126.98,0.0,top
C722,2.2u,C_0603_1608Metric,14.3875,128.17,0.0,top
C723,100n,C_0402_1005Metric,13.32,123.09,0.0,top
C724,2.2u,C_0603_1608Metric,13.305,121.9,0.0,top
C731,100n,C_0402_1005Metric,-21.3525,123.195,180.0,top
C732,2.2u,C_0603_1608Metric,-21.9275,122.005,180.0,top
C733,100n,C_0402_1005Metric,-20.86,127.085,180.0,top
C734,2.2u,C_0603_1608Metric,-20.845,128.275,180.0,top
C741,100n,C_0402_1005Metric,-46.2575,126.955,0.0,top
C742,2.2u,C_0603_1608Metric,-45.6825,128.145,0.0,top
C743,100n,C_0402_1005Metric,-46.75,123.065,0.0,top
C744,2.2u,C_0603_1608Metric,-46.765,121.875,0.0,top
C751,100n,C_0402_1005Metric,38.68,93.14,180.0,top
C752,2.2u,C_0603_1608Metric,38.105,91.95,180.0,top
C753,100n,C_0402_1005Metric,39.1725,97.03,180.0,top
C754,2.2u,C_0603_1608Metric,39.1875,98.22,180.0,top
C761,100n,C_0402_1005Metric,13.76,96.96,0.0,top
C762,2.2u,C_0603_1608Metric,14.335,98.15,0.0,top
C763,100n,C_0402_1005Metric,13.2675,93.07,0.0,top
C764,2.2u,C_0603_1608Metric,13.2525,91.88,0.0,top
C771,100n,C_0402_1005Metric,-21.37,93.25,180.0,top
C772,2.2u,C_0603_1608Metric,-21.945,92.06,180.0,top
C773,100n,C_0402_1005Metric,-20.8775,97.14,180.0,top
C774,2.2u,C_0603_1608Metric,-20.8625,98.33,180.0,top
C781,100n,C_0402_1005Metric,-46.2225,96.96,0.0,top
C782,2.2u,C_0603_1608Metric,-45.6475,98.15,0.0,top
C783,100n,C_0402_1005Metric,-46.715,93.07,0.0,top
C784,2.2u,C_0603_1608Metric,-46.73,91.88,0.0,top
C791,100n,C_0402_1005Metric,38.6425,63.25,180.0,top
C792,2.2u,C_0603_1608Metric,38.0675,62.06,180.0,top
C793,100n,C_0402_1005Metric,39.135,67.14,180.0,top
C794,2.2u,C_0603_1608Metric,39.15,68.33,180.0,top
C811,1u,C_0603_1608Metric,31.685,126.2,180.0,top
C812,10u,C_0603_1608Metric,31.705,123.78,180.0,top
C813,1u,C_0603_1608Metric,20.085,126.38,180.0,top
C814,10u,C_0603_1608Metric,19.965,123.82,0.0,top
C815,100n,C_0402_1005Metric,23.97,122.45,0.0,top
C816,2.2u,C_0603_1608Metric,24.51,121.06,0.0,top
C821,1u,C_0603_1608Metric,-28.155,122.34,180.0,top
C822,10u,C_0603_1608Metric,-28.135,119.92,180.0,top
C823,1u,C_0603_1608Metric,-39.755,122.52,180.0,top
C824,10u,C_0603_1608Metric,-39.875,119.96,0.0,top
C825,100n,C_0402_1005Metric,-35.87,118.59,0.0,top
C826,2.2u,C_0603_1608Metric,-35.33,117.2,0.0,top
C831,1u,C_0603_1608Metric,31.6275,96.1875,180.0,top
C832,10u,C_0603_1608Metric,31.6475,93.7675,180.0,top
C833,1u,C_0603_1608Metric,20.0275,96.3675,180.0,top
C834,10u,C_0603_1608Metric,19.9075,93.8075,0.0,top
C835,100n,C_0402_1005Metric,23.9125,92.4375,0.0,top
C836,2.2u,C_0603_1608Metric,24.4525,91.0475,0.0,top
C841,1u,C_0603_1608Metric,-28.285,96.353487,180.0,top
C842,10u,C_0603_1608Metric,-28.265,93.933487,180.0,top
C843,1u,C_0603_1608Metric,-39.885,96.533487,180.0,top
C844,10u,C_0603_1608Metric,-40.005,93.973487,0.0,top
C845,100n,C_0402_1005Metric,-36.0,92.603487,0.0,top
C846,2.2u,C_0603_1608Metric,-35.46,91.213487,0.0,top
C851,1u,C_0603_1608Metric,31.785,66.32,180.0,top
C852,10u,C_0603_1608Metric,31.805,63.9,180.0,top
C853,1u,C_0603_1608Metric,20.185,66.5,180.0,top
C854,10u,C_0603_1608Metric,20.065,63.94,0.0,top
C855,100n,C_0402_1005Metric,24.07,62.57,0.0,top
C856,2.2u,C_0603_1608Metric,24.61,61.18,0.0,top
C861,1u,C_0603_1608Metric,-28.275,66.253487,180.0,top
C862,10u,C_0603_1608Metric,-28.255,63.833487,180.0,top
C863,1u,C_0603_1608Metric,-39.875,66.433487,180.0,top
C864,10u,C_0603_1608Metric,-39.995,63.873487,0.0,top
C865,100n,C_0402_1005Metric,-35.99,62.503487,0.0,top
C866,2.2u,C_0603_1608Metric,-35.45,61.113487,0.0,top
C871,1u,C_0603_1608Metric,31.729487,36.204487,180.0,top
C872,10u,C_0603_1608Metric,31.749487,33.784487,180.0,top
C873,1u,C_0603_1608Metric,20.129487,36.384487,180.0,top
C874,10u,C_0603_1608Metric,20.009487,33.824487,0.0,top
C875,100n,C_0402_1005Metric,24.014487,32.454487,0.0,top
C876,2.2u,C_0603_1608Metric,24.554487,31.064487,0.0,top
C881,1u,C_0603_1608Metric,-28.225,36.333487,180.0,top
C882,10u,C_0603_1608Metric,-28.205,33.913487,180.0,top
C883,1u,C_0603_1608Metric,-39.825,36.513487,180.0,top
C884,10u,C_0603_1608Metric,-39.945,33.953487,0.0,top
C885,100n,C_0402_1005Metric,-35.94,32.583487,0.0,top
C886,2.2u,C_0603_1608Metric,-35.4,31.193487,0.0,top
C91,100n,C_0402_1005Metric,-2.62,105.49,0.0,top
C92,2.2u,C_0603_1608Metric,-2.045,104.29,0.0,top
C93,100n,C_0402_1005Metric,-2.715,45.09,0.0,top
C94,2.2u,C_0603_1608Metric,-2.155,43.9,0.0,top
C95,100n,C_0402_1005Metric,-8.95,81.22,-90.0,top
C96,2.2u,C_0603_1608Metric,-10.4,80.87,-90.0,top
C97,47n,C_0402_1005Metric,-11.25,84.2,90.0,top
C98,1n,C_0402_1005Metric,-10.22,84.2,90.0,top
D101,SZYY1615RGB-B 4PIN,LED-SMD_4P-L1.6-W1.5-TR-1,-12.64,141.73,180.0,top
D51,PRTR5V0U2X,SOT-143,-3.79516,133.75,180.0,top
D61,ESD9M5.0ST5G,SODFL1060X40N,-19.77,133.5,180.0,top
D62,ESD9M5.0ST5G,SODFL1060X40N,-19.75,138.58,180.0,top
D63,ESD9M5.0ST5G,SODFL1060X40N,-19.78,134.76,180.0,top
FL11,BLM18EG101TN1D,BEADC1608X65N,30.13,138.75,90.0,top
FL51,BLM18EG101TN1D,BEADC1608X65N,-0.37016,134.3,180.0,top
H61,FTSH-105-01-F-DV-K,HDR-SMD_FTSH-105-01-F-DV-K,-14.62,136.04,90.0,top
J11,533980271,MOLEX_533980271,57.35,91.555,-90.0,top
J51,TYPE-C16PIN,CONN16_C16PIN_SHN,-3.79516,140.1407,180.0,top
L121,4.7nH,INDC1005X04L,-35.8674,138.48399,90.0,top
R101,1k,R_0402_1005Metric,-13.69,140.12,180.0,top
R102,330,R_0402_1005Metric,-14.19,141.74,-90.0,top
R103,249,R_0402_1005Metric,-12.79,143.28,180.0,top
R11,3.16k,R_0402_1005Metric,28.55,136.64,180.0,top
R111,1,R_0402_1005Metric,-16.14,78.25,0.0,top
R112,22,R_0402_1005Metric,-21.17,83.31,0.0,top
R113,33,R_0402_1005Metric,-21.17,84.25,0.0,top
R114,33,R_0402_1005Metric,-21.17,85.19,0.0,top
R121,22,R_0402_1005Metric,-33.65,127.47,90.0,top
R122,22,R_0402_1005Metric,-34.69,127.99,90.0,top
R123,22,R_0402_1005Metric,-32.55,127.48,90.0,top
R124,22,R_0402_1005Metric,-32.93,125.61,90.0,top
R21,120k,R_0402_1005Metric,24.0,134.22,0.0,top
R22,100k,R_0402_1005Metric,25.86,134.22,0.0,top
R23,22,R_0402_1005Metric,-20.51,88.47,0.0,top
R31,499k,R_0402_1005Metric,34.99,137.0,0.0,top
R32,732k,R_0402_1005Metric,35.46,135.17,90.0,top
R33,2.74k,R_0402_1005Metric,45.25,141.29,180.0,top
R34,10k,R_0402_1005Metric,42.82,139.33,180.0,top
R51,5.1k,R_0402_1005Metric,-6.99516,135.1,-90.0,top
R52,5.1k,R_0402_1005Metric,-5.94516,135.1,-90.0,top
R61,22,CAPC1005X04L,-29.396175,136.78976,0.0,top
R62,22,CAPC1005X04L,-29.996175,137.67976,0.0,top
R63,22,CAPC1005X04L,-27.716175,134.24976,0.0,top
R64,10k,CAPC1005X04L,-27.316175,135.18976,0.0,top
R65,47k,CAPC1005X04L,-26.436175,137.69976,180.0,top
R66,47k,CAPC1005X04L,-27.85618,136.639765,-90.0,top
R7101,100M,R_0805_2012Metric,10.281,65.093096,180.0,top
R7102,10k,R_0402_1005Metric,10.4285,66.513096,180.0,top
R7103,1M,R_0603_1608Metric,9.781,63.413096,180.0,top
R7104,1M,R_0603_1608Metric,11.0485,61.193096,-90.0,top
R7105,1M,R_0603_1608Metric,15.201,60.403096,180.0,top
R7106,1M,R_0603_1608Metric,16.021,64.998096,-90.0,top
R7107,1M,R_0603_1608Metric,14.561,64.998096,-90.0,top
R711,100M,R_0805_2012Metric,42.1575,125.03,0.0,top
R7111,100M,R_0805_2012Metric,-17.8675,65.07,0.0,top
R7112,10k,R_0402_1005Metric,-18.015,63.65,0.0,top
R7113,1M,R_0603_1608Metric,-17.3675,66.75,0.0,top
R7114,1M,R_0603_1608Metric,-18.635,68.97,90.0,top
R7115,1M,R_0603_1608Metric,-22.7875,69.76,0.0,top
R7116,1M,R_0603_1608Metric,-23.6075,65.165,90.0,top
R7117,1M,R_0603_1608Metric,-22.1475,65.165,90.0,top
R712,10k,R_0402_1005Metric,42.01,123.61,0.0,top
R7121,100M,R_0805_2012Metric,-49.7125,65.09,180.0,top
R7122,10k,R_0402_1005Metric,-49.565,66.51,180.0,top
R7123,1M,R_0603_1608Metric,-50.2125,63.41,180.0,top
R7124,1M,R_0603_1608Metric,-48.945,61.19,-90.0,top
R7125,1M,R_0603_1608Metric,-44.7925,60.4,180.0,top
R7126,1M,R_0603_1608Metric,-43.9725,64.995,-90.0,top
R7127,1M,R_0603_1608Metric,-45.4325,64.995,-90.0,top
R713,1M,R_0603_1608Metric,42.6575,126.71,0.0,top
R7131,100M,R_0805_2012Metric,42.1425,35.1,0.0,top
R7132,10k,R_0402_1005Metric,41.995,33.68,0.0,top
R7133,1M,R_0603_1608Metric,42.6425,36.78,0.0,top
R7134,1M,R_0603_1608Metric,41.375,39.0,90.0,top
R7135,1M,R_0603_1608Metric,37.2225,39.79,0.0,top
R7136,1M,R_0603_1608Metric,36.4025,35.195,90.0,top
R7137,1M,R_0603_1608Metric,37.8625,35.195,90.0,top
R714,1M,R_0603_1608Metric,40.1975,129.73,180.0,top
R7141,100M,R_0805_2012Metric,10.3075,35.08,180.0,top
R7142,10k,R_0402_1005Metric,10.455,36.5,180.0,top
R7143,1M,R_0603_1608Metric,9.8075,33.4,180.0,top
R7144,1M,R_0603_1608Metric,11.075,31.18,-90.0,top
R7145,1M,R_0603_1608Metric,15.2275,30.39,180.0,top
R7146,1M,R_0603_1608Metric,16.0475,34.985,-90.0,top
R7147,1M,R_0603_1608Metric,14.5875,34.985,-90.0,top
R715,1M,R_0603_1608Metric,37.245,129.72,0.0,top
R7151,100M,R_0805_2012Metric,-17.8475,35.12,0.0,top
R7152,10k,R_0402_1005Metric,-17.995,33.7,0.0,top
R7153,1M,R_0603_1608Metric,-17.3475,36.8,0.0,top
R7154,1M,R_0603_1608Metric,-18.615,39.02,90.0,top
R7155,1M,R_0603_1608Metric,-22.7675,39.81,0.0,top
R7156,1M,R_0603_1608Metric,-23.5875,35.215,90.0,top
R7157,1M,R_0603_1608Metric,-22.1275,35.215,90.0,top
R716,1M,R_0603_1608Metric,36.4175,125.125,90.0,top
R7161,100M,R_0805_2012Metric,-49.7225,35.1,180.0,top
R7162,10k,R_0402_1005Metric,-49.575,36.52,180.0,top
R7163,1M,R_0603_1608Metric,-50.2225,33.42,180.0,top
R7164,1M,R_0603_1608Metric,-48.955,31.2,-90.0,top
R7165,1M,R_0603_1608Metric,-44.8025,30.41,180.0,top
R7166,1M,R_0603_1608Metric,-43.9825,35.005,-90.0,top
R7167,1M,R_0603_1608Metric,-45.4425,35.005,-90.0,top
R717,1M,R_0603_1608Metric,37.8775,125.125,90.0,top
R721,100M,R_0805_2012Metric,10.3225,125.13,180.0,top
R722,10k,R_0402_1005Metric,10.47,126.55,180.0,top
R723,1M,R_0603_1608Metric,9.8225,123.45,180.0,top
R724,1M,R_0603_1608Metric,12.2825,120.43,0.0,top
R725,1M,R_0603_1608Metric,14.4925,119.69,90.0,top
R726,1M,R_0603_1608Metric,16.0625,125.035,-90.0,top
R727,1M,R_0603_1608Metric,14.6025,125.035,-90.0,top
R731,100M,R_0805_2012Metric,-17.8625,125.045,0.0,top
R732,10k,R_0402_1005Metric,-18.01,123.625,0.0,top
R733,1M,R_0603_1608Metric,-17.3625,126.725,0.0,top
R734,1M,R_0603_1608Metric,-18.63,128.945,90.0,top
R735,1M,R_0603_1608Metric,-22.7825,129.735,0.0,top
R736,1M,R_0603_1608Metric,-23.6025,125.14,90.0,top
R737,1M,R_0603_1608Metric,-22.1425,125.14,90.0,top
R741,100M,R_0805_2012Metric,-49.7475,125.105,180.0,top
R742,10k,R_0402_1005Metric,-49.6,126.525,180.0,top
R743,1M,R_0603_1608Metric,-50.2475,123.425,180.0,top
R744,1M,R_0603_1608Metric,-48.98,121.205,-90.0,top
R745,1M,R_0603_1608Metric,-44.8275,120.415,180.0,top
R746,1M,R_0603_1608Metric,-44.0075,125.01,-90.0,top
R747,1M,R_0603_1608Metric,-45.4675,125.01,-90.0,top
R751,100M,R_0805_2012Metric,42.17,94.99,0.0,top
R752,10k,R_0402_1005Metric,42.0225,93.57,0.0,top
R753,1M,R_0603_1608Metric,42.67,96.67,0.0,top
R754,1M,R_0603_1608Metric,41.4025,98.89,90.0,top
R755,1M,R_0603_1608Metric,37.25,99.68,0.0,top
R756,1M,R_0603_1608Metric,36.43,95.085,90.0,top
R757,1M,R_0603_1608Metric,37.89,95.085,90.0,top
R761,100M,R_0805_2012Metric,10.27,95.11,180.0,top
R762,10k,R_0402_1005Metric,10.4175,96.53,180.0,top
R763,1M,R_0603_1608Metric,9.77,93.43,180.0,top
R764,1M,R_0603_1608Metric,11.0375,91.21,-90.0,top
R765,1M,R_0603_1608Metric,15.19,90.42,180.0,top
R766,1M,R_0603_1608Metric,16.01,95.015,-90.0,top
R767,1M,R_0603_1608Metric,14.55,95.015,-90.0,top
R771,100M,R_0805_2012Metric,-17.88,95.1,0.0,top
R772,10k,R_0402_1005Metric,-18.0275,93.68,0.0,top
R773,1M,R_0603_1608Metric,-17.38,96.78,0.0,top
R774,1M,R_0603_1608Metric,-18.6475,99.0,90.0,top
R775,1M,R_0603_1608Metric,-22.8,99.79,0.0,top
R776,1M,R_0603_1608Metric,-23.62,95.195,90.0,top
R777,1M,R_0603_1608Metric,-22.16,95.195,90.0,top
R781,100M,R_0805_2012Metric,-49.7125,95.11,180.0,top
R782,10k,R_0402_1005Metric,-49.565,96.53,180.0,top
R783,1M,R_0603_1608Metric,-50.2125,93.43,180.0,top
R784,1M,R_0603_1608Metric,-48.945,91.21,-90.0,top
R785,1M,R_0603_1608Metric,-44.7925,90.42,180.0,top
R786,1M,R_0603_1608Metric,-43.9725,95.015,-90.0,top
R787,1M,R_0603_1608Metric,-45.4325,95.015,-90.0,top
R791,100M,R_0805_2012Metric,42.1325,65.1,0.0,top
R792,10k,R_0402_1005Metric,41.985,63.68,0.0,top
R793,1M,R_0603_1608Metric,42.6325,66.78,0.0,top
R794,1M,R_0603_1608Metric,41.365,69.0,90.0,top
R795,1M,R_0603_1608Metric,37.2125,69.79,0.0,top
R796,1M,R_0603_1608Metric,36.3925,65.195,90.0,top
R797,1M,R_0603_1608Metric,37.8525,65.195,90.0,top
R811,1.6k,R_0402_1005Metric,33.83,124.99,180.0,top
R812,1.6k,R_0402_1005Metric,31.97,124.99,180.0,top
R813,1.6k,R_0402_1005Metric,18.49,125.11,0.0,top
R814,1.6k,R_0402_1005Metric,20.35,125.11,0.0,top
R821,1.6k,R_0402_1005Metric,-26.01,121.13,180.0,top
R822,1.6k,R_0402_1005Metric,-27.87,121.13,180.0,top
R823,1.6k,R_0402_1005Metric,-41.35,121.25,0.0,top
R824,1.6k,R_0402_1005Metric,-39.49,121.25,0.0,top
R831,1.6k,R_0402_1005Metric,33.7725,94.9775,180.0,top
R832,1.6k,R_0402_1005Metric,31.9125,94.9775,180.0,top
R833,1.6k,R_0402_1005Metric,18.4325,95.0975,0.0,top
R834,1.6k,R_0402_1005Metric,20.2925,95.0975,0.0,top
R841,1.6k,R_0402_1005Metric,-26.14,95.143487,180.0,top
R842,1.6k,R_0402_1005Metric,-28.0,95.143487,180.0,top
R843,1.6k,R_0402_1005Metric,-41.48,95.263487,0.0,top
R844,1.6k,R_0402_1005Metric,-39.62,95.263487,0.0,top
R851,1.6k,R_0402_1005Metric,33.93,65.11,180.0,top
R852,1.6k,R_0402_1005Metric,32.07,65.11,180.0,top
R853,1.6k,R_0402_1005Metric,18.59,65.23,0.0,top
R854,1.6k,R_0402_1005Metric,20.45,65.23,0.0,top
R861,1.6k,R_0402_1005Metric,-26.13,65.043487,180.0,top
R862,1.6k,R_0402_1005Metric,-27.99,65.043487,180.0,top
R863,1.6k,R_0402_1005Metric,-41.47,65.163487,0.0,top
R864,1.6k,R_0402_1005Metric,-39.61,65.163487,0.0,top
R871,1.6k,R_0402_1005Metric,33.874487,34.994487,180.0,top
R872,1.6k,R_0402_1005Metric,32.014487,34.994487,180.0,top
R873,1.6k,R_0402_1005Metric,18.534487,35.114487,0.0,top
R874,1.6k,R_0402_1005Metric,20.394487,35.114487,0.0,top
R881,1.6k,R_0402_1005Metric,-26.08,35.123487,180.0,top
R882,1.6k,R_0402_1005Metric,-27.94,35.123487,180.0,top
R883,1.6k,R_0402_1005Metric,-41.42,35.243487,0.0,top
R884,1.6k,R_0402_1005Metric,-39.56,35.243487,0.0,top
R91,22,R_0402_1005Metric,-8.58,83.73,180.0,top
SW11,K3-1280S-L1,SW_Nidec_CAS-120A1,57.34234,80.14522,0.0,top
U11,TPS7A2033YCKR,BGA-4_L0.6-W0.6-P0.35-R2-C2-TL_TPS7A2012PYCJR,21.56,136.61,-90.0,top
U111,ADS8867IDRCR,WSON-10_L3.0-W3.0-P0.50-BL-EP,-17.35,83.73,90.0,top
U12,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,25.05,139.64,-90.0,top
U121,nRF52840-QIAA,AQFN50P700X700X85_HS-74N,-35.1,132.51,90.0,top
U21,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,23.52,130.53,0.0,top
U22,OPA320AIDBVT,SOT-23-5_L2.9-W1.6-P0.95-LS2.8-BL,-24.31,89.42,-90.0,top
U31,LM27761DSGT,WFDFN-8_L2.0-W2.0-P0.50-BL-EP,33.41,135.09,0.0,top
U32,TPS7A3001DGNR,HVSSOP-8_L3.0-W3.0-P0.65-LS4.9-BL-EP_DGN0008D,44.15,135.6,180.0,top
U41,REF3330AIDCKR,SC-70-3_L2.0-W1.3-P0.65-LS2.1-BL,-20.01,78.61,0.0,top
U7101,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,12.871,65.493096,-90.0,top
U711,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,39.5675,124.63,90.0,top
U7111,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,-20.4575,64.67,90.0,top
U7121,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,-47.1225,65.49,-90.0,top
U7131,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,39.5525,34.7,90.0,top
U7141,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,12.8975,35.48,-90.0,top
U7151,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,-20.4375,34.72,90.0,top
U7161,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,-47.1325,35.5,-90.0,top
U721,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,12.9125,125.53,-90.0,top
U731,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,-20.4525,124.645,90.0,top
U741,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,-47.1575,125.505,-90.0,top
U751,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,39.58,94.59,90.0,top
U761,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,12.86,95.51,-90.0,top
U771,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,-20.47,94.7,90.0,top
U781,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,-47.1225,95.51,-90.0,top
U791,OPA2392YBJR,DSBGA-9_L1.2-W1.2-R3-C3-P0.40-BL,39.5425,64.7,90.0,top
U811,TLV9062IDGKR,DGK0008A_M,26.204838,125.095222,180.0,top
U821,TLV9062IDGKR,DGK0008A_M,-33.635162,121.235222,180.0,top
U831,TLV9062IDGKR,DGK0008A_M,26.147338,95.082722,180.0,top
U841,TLV9062IDGKR,DGK0008A_M,-33.765162,95.248709,180.0,top
U851,TLV9062IDGKR,DGK0008A_M,26.304838,65.215222,180.0,top
U861,TLV9062IDGKR,DGK0008A_M,-33.755162,65.148709,180.0,top
U871,TLV9062IDGKR,DGK0008A_M,26.249325,35.099709,180.0,top
U881,TLV9062IDGKR,DGK0008A_M,-33.705162,35.228709,180.0,top
U91,TMUX1108PWR,TSSOP-16_L5.0-W4.4-P0.65-LS6.4-BL,-3.43,109.91,180.0,top
U92,TMUX1108PWR,TSSOP-16_L5.0-W4.4-P0.65-LS6.4-BL,-3.5225,49.53,180.0,top
U93,TMUX1248DCKR,SC-70-6_L2.0-W1.3-P0.65-LS2.2-BL,-6.74,81.8,90.0,top
X121,X201632MMB4SI,CRYSTAL-SMD_4P-L2.0-W1.6-BL,-41.2025,136.7625,-90.0,top
X122,32.768kHz,CRYSTAL-SMD_L2.0-W1.2,-36.24,125.09,-90.0,top
